0,1,1300
5.02,6,1336
10.04,6,1372
11.06,6,1379
12.08,6,1387
13.1,6,1394
14.02,6,1401
14.94,6,1406
15.86,6,1413
16.78,6,1419
17.7,6,1426
18.62,6,1432
19.54,6,1439
20.38,6,1445
21.22,6,1450
22.06,6,1456
22.9,6,1462
23.74,6,1468
24.58,6,1474
25.42,6,1480
26.26,6,1486
27.1,6,1492
27.94,6,1498
28.78,6,1504
29.62,6,1510
30.46,6,1516
31.3,6,1522
32.14,6,1528
32.98,6,1534
33.82,6,1540
34.66,6,1546
35.5,6,1552
36.34,6,1558
37.18,6,1564
38.02,6,1570
38.86,6,1576
39.7,6,1582
40.54,6,1588
41.38,6,1594
42.22,6,1600
43.06,6,1606
43.9,6,1611
44.74,6,1617
45.58,6,1623
46.42,6,1629
47.26,6,1635
48.1,6,1641
48.94,6,1647
49.78,6,1653
50.62,6,1659
51.46,6,1665
52.24,6,1671
53.02,6,1676
53.74,6,1681
54.42,6,1686
55.1,6,1691
55.78,6,1695
56.46,6,1700
57.14,6,1704
57.82,6,1708
58.46,6,1713
59.1,6,1718
59.74,6,1721
60.38,6,1726
61.02,6,1729
61.66,6,1734
62.3,6,1738
62.9,6,1743
63.5,6,1747
64.1,6,1751
64.7,6,1756
65.3,6,1760
65.9,6,1764
66.5,6,1768
67.06,6,1772
67.62,6,1776
68.18,6,1780
68.74,6,1784
69.3,6,1788
69.86,6,1792
70.42,6,1796
70.98,6,1800
71.54,6,1804
72.08,6,1808
72.62,6,1812
73.16,6,1816
73.7,6,1820
74.24,6,1824
74.78,6,1828
75.32,6,1830
75.86,6,1834
76.4,6,1838
76.9,6,1841
77.4,6,1844
77.9,6,1848
78.4,6,1851
78.9,6,1855
79.4,6,1859
79.9,6,1862
80.4,6,1866
80.9,6,1869
81.4,6,1873
81.9,6,1876
82.4,6,1880
82.9,6,1884
83.4,6,1887
83.9,6,1891
84.4,6,1894
84.9,6,1898
85.4,6,1901
85.9,6,1905
86.4,6,1909
86.9,6,1912
87.4,6,1916
87.9,6,1919
88.4,6,1923
88.9,6,1926
89.4,6,1930
89.9,6,1934
90.4,6,1937
90.9,6,1941
91.4,6,1944
91.9,6,1948
92.4,6,1951
92.9,6,1955
93.4,6,1958
93.9,6,1961
94.4,6,1965
94.9,6,1968
95.4,6,1972
95.9,6,1975
96.4,6,1979
96.9,6,1983
97.4,6,1986
97.9,6,1990
98.4,6,1993
98.9,6,1997
99.4,6,1999
99.9,6,2003
100.4,6,2007
100.9,6,2010
101.4,6,2014
101.9,6,2017
102.4,6,2021
102.9,6,2024
103.4,6,2028
103.9,6,2032
104.4,6,2035
104.9,6,2039
105.4,6,2042
105.9,6,2046
106.4,6,2049
106.9,6,2053
107.4,6,2057
107.9,6,2060
108.4,6,2063
108.9,6,2066
109.4,6,2070
109.9,6,2073
110.4,6,2077
110.9,6,2081
111.4,6,2084
111.9,6,2088
112.4,6,2091
112.9,6,2095
113.4,6,2098
113.9,6,2102
114.4,6,2106
114.9,6,2109
115.4,6,2113
115.9,6,2116
116.4,6,2120
116.9,6,2123
117.4,6,2127
117.9,6,2131
118.4,6,2134
118.9,6,2138
119.4,6,2141
119.9,6,2145
120.4,6,2148
120.9,6,2152
121.4,6,2156
121.9,6,2159
122.4,6,2163
122.9,6,2166
123.4,6,2170
123.9,6,2173
124.4,6,2177
124.9,6,2181
125.4,6,2184
125.9,6,2188
126.4,6,2191
126.9,6,2195
127.4,6,2198
127.9,6,2202
128.4,6,2206
128.9,6,2209
129.4,6,2213
129.9,6,2216
130.4,6,2219
130.9,6,2222
131.4,6,2226
131.9,6,2230
132.4,6,2233
132.9,6,2237
133.4,6,2240
133.9,6,2243
134.4,6,2246
134.9,6,2250
135.4,6,2254
135.9,6,2257
136.4,6,2261
136.9,6,2263
137.4,6,2267
137.9,6,2270
138.4,6,2274
138.9,6,2278
139.4,6,2281
139.9,6,2285
140.4,6,2288
140.9,6,2292
141.4,6,2295
141.9,6,2299
142.4,6,2303
142.9,6,2306
143.4,6,2310
143.9,6,2313
144.4,6,2317
144.9,6,2320
145.4,6,2323
145.9,6,2327
146.4,6,2330
146.9,6,2334
147.4,6,2337
147.9,6,2341
148.4,6,2344
148.9,6,2348
149.4,6,2352
149.9,6,2355
150.4,6,2359
150.9,6,2362
151.4,6,2366
151.9,6,2369
152.4,6,2373
152.9,6,2377
153.4,6,2380
153.9,6,2384
154.4,6,2387
154.9,6,2391
155.4,6,2394
155.9,6,2398
156.4,6,2402
156.9,6,2405
157.4,6,2409
157.9,6,2412
158.4,6,2416
158.9,6,2419
159.4,6,2423
159.9,6,2427
160.4,6,2430
160.9,6,2434
161.4,6,2437
161.9,6,2441
162.4,6,2444
162.9,6,2448
163.4,6,2452
163.9,6,2455
164.4,6,2459
164.9,6,2462
165.4,6,2466
165.9,6,2469
166.4,6,2473
166.9,6,2477
167.4,6,2480
167.9,6,2484
168.4,6,2486
168.9,6,2490
169.4,6,2493
169.9,6,2497
170.4,6,2501
170.9,6,2503
171.4,6,2507
171.9,6,2510
172.4,6,2514
172.9,6,2517
173.4,6,2521
173.9,6,2525
174.4,6,2528
174.9,6,2532
175.4,6,2535
175.9,6,2539
176.4,6,2542
176.9,6,2546
177.4,6,2550
177.9,6,2553
178.4,6,2557
178.9,6,2560
179.4,6,2564
179.9,6,2566
180.4,6,2570
180.9,6,2574
181.4,6,2576
181.9,6,2580
182.4,6,2583
182.9,6,2587
183.4,6,2590
183.9,6,2593
184.4,6,2597
184.9,6,2600
185.4,6,2604
185.9,6,2607
186.4,6,2611
186.9,6,2614
187.4,6,2618
187.9,6,2622
188.4,6,2625
188.9,6,2629
189.4,6,2631
189.9,6,2635
190.4,6,2638
190.9,6,2642
191.4,6,2646
191.9,6,2649
192.4,6,2652
192.9,6,2655
193.4,6,2659
193.9,6,2662
194.4,6,2666
194.9,6,2670
195.4,6,2672
195.9,6,2676
196.4,6,2679
196.9,6,2683
197.4,6,2686
197.9,6,2690
198.4,6,2694
198.9,6,2697
199.4,6,2701
199.9,6,2704
200.4,6,2708
200.9,6,2711
201.4,6,2715
201.9,6,2719
202.4,6,2722
202.9,6,2726
203.4,6,2729
203.9,6,2733
204.4,6,2735
204.9,6,2739
205.4,6,2743
205.9,6,2745
206.4,6,2749
206.9,6,2752
207.4,6,2756
207.9,6,2759
208.4,6,2763
208.9,6,2767
209.4,6,2770
209.9,6,2773
210.4,6,2776
210.9,6,2780
211.4,6,2783
211.9,6,2787
212.4,6,2791
212.9,6,2794
213.4,6,2798
213.9,6,2801
214.4,6,2805
214.9,6,2808
215.4,6,2812
215.9,6,2816
216.4,6,2819
216.9,6,2823
217.4,6,2826
217.9,6,2830
218.4,6,2831
218.9,6,2835
219.4,6,2839
219.9,6,2842
220.4,6,2846
220.9,6,2849
221.4,6,2853
221.9,6,2856
222.4,6,2860
222.9,6,2864
223.4,6,2867
223.9,6,2871
224.4,6,2874
224.9,6,2878
225.4,6,2881
225.9,6,2885
226.4,6,2889
226.9,6,2892
227.4,6,2896
227.9,6,2899
228.4,6,2903
228.9,6,2906
229.4,6,2909
229.9,6,2913
230.4,6,2916
