0,2,1301
5.02,20,1320
6.46,20,1325
7.48,20,1329
8.4,20,1333
9.24,20,1336
10.02,20,1339
10.74,20,1342
11.42,20,1344
12.1,20,1347
12.74,20,1350
13.34,20,1351
13.94,20,1353
14.5,20,1355
15.06,20,1357
15.6,20,1360
16.14,20,1362
16.68,20,1364
17.18,20,1366
17.68,20,1368
18.16,20,1368
18.64,20,1370
19.12,20,1372
19.58,20,1374
20.04,20,1376
20.5,20,1377
20.96,20,1379
21.4,20,1380
21.84,20,1382
22.28,20,1383
22.72,20,1385
23.16,20,1387
23.6,20,1388
24.04,20,1389
24.48,20,1391
24.92,20,1391
25.36,20,1393
25.8,20,1395
26.22,20,1396
26.64,20,1398
27.06,20,1400
27.48,20,1401
27.88,20,1403
28.28,20,1404
28.68,20,1406
29.08,20,1407
29.48,20,1408
29.88,20,1409
30.28,20,1411
30.68,20,1413
31.08,20,1414
31.48,20,1416
31.88,20,1416
32.28,20,1418
32.68,20,1419
33.08,20,1421
33.48,20,1422
33.88,20,1424
34.28,20,1425
34.68,20,1427
35.08,20,1428
35.48,20,1430
35.88,20,1431
36.26,20,1432
36.64,20,1433
37.02,20,1434
37.4,20,1435
37.78,20,1437
38.16,20,1438
38.54,20,1440
38.92,20,1441
39.3,20,1442
39.68,20,1442
40.06,20,1444
40.44,20,1445
40.82,20,1447
41.2,20,1448
41.58,20,1449
41.94,20,1450
42.3,20,1451
42.66,20,1453
43.02,20,1454
43.38,20,1455
43.74,20,1457
44.1,20,1458
44.46,20,1459
44.82,20,1459
45.18,20,1460
45.54,20,1462
45.9,20,1463
46.26,20,1464
46.62,20,1465
46.98,20,1466
47.34,20,1468
47.7,20,1468
48.06,20,1469
48.42,20,1470
48.78,20,1471
49.14,20,1473
49.5,20,1474
49.86,20,1475
50.22,20,1477
50.58,20,1478
50.94,20,1479
51.3,20,1481
51.66,20,1482
52.02,20,1483
52.38,20,1484
52.74,20,1484
53.1,20,1486
53.46,20,1487
53.82,20,1489
54.18,20,1490
54.54,20,1491
54.9,20,1492
55.26,20,1492
55.62,20,1492
55.96,20,1494
56.3,20,1493
56.64,20,1494
56.98,20,1495
57.32,20,1496
57.66,20,1497
58,20,1499
58.34,20,1500
58.68,20,1500
59.02,20,1502
59.36,20,1503
59.7,20,1504
60.04,20,1505
60.38,20,1507
60.72,20,1508
61.06,20,1509
61.4,20,1511
61.74,20,1512
62.08,20,1513
62.42,20,1515
62.76,20,1516
63.1,20,1517
63.44,20,1519
63.78,20,1520
64.12,20,1521
64.46,20,1522
64.8,20,1523
65.14,20,1524
65.48,20,1524
65.82,20,1526
66.16,20,1527
66.5,20,1528
66.84,20,1530
67.18,20,1531
67.52,20,1532
67.86,20,1534
68.2,20,1535
68.54,20,1536
68.88,20,1537
69.22,20,1539
69.56,20,1540
69.9,20,1541
70.24,20,1543
70.58,20,1544
70.92,20,1545
71.26,20,1547
71.6,20,1548
71.93999,20,1549
72.28,20,1551
72.62,20,1552
72.96,20,1553
73.3,20,1554
73.64,20,1556
73.98,20,1557
74.32,20,1558
74.66,20,1560
75,20,1561
75.34,20,1562
75.68,20,1564
76.02,20,1565
76.36,20,1566
76.7,20,1568
77.04,20,1568
77.38,20,1569
77.72,20,1570
78.06,20,1572
78.4,20,1573
78.74,20,1574
79.08,20,1576
79.42,20,1577
79.75999,20,1577
80.1,20,1579
80.43999,20,1579
80.78,20,1580
81.12,20,1582
81.46,20,1583
81.8,20,1584
82.14,20,1585
82.48,20,1587
82.82,20,1588
83.16,20,1589
83.5,20,1591
83.84,20,1592
84.18,20,1592
